cohort,pathway,n_genes_defined,n_genes_present,coverage,scored,qc_type,feature,components_requested,components_present,n_components_present
TCGA-BRCA,HALLMARK_ADIPOGENESIS,200.0,189.0,0.945,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_ALLOGRAFT_REJECTION,200.0,195.0,0.975,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_ANDROGEN_RESPONSE,101.0,97.0,0.9603960396039604,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_ANGIOGENESIS,36.0,36.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_APICAL_JUNCTION,200.0,192.0,0.96,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_APICAL_SURFACE,44.0,43.0,0.9772727272727273,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_APOPTOSIS,161.0,158.0,0.9813664596273292,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_BILE_ACID_METABOLISM,112.0,112.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_CHOLESTEROL_HOMEOSTASIS,74.0,72.0,0.972972972972973,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_COAGULATION,138.0,136.0,0.9855072463768116,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_COMPLEMENT,200.0,195.0,0.975,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_DNA_REPAIR,150.0,139.0,0.9266666666666666,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_E2F_TARGETS,200.0,187.0,0.935,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,200.0,194.0,0.97,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,200.0,190.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_ESTROGEN_RESPONSE_LATE,200.0,193.0,0.965,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_FATTY_ACID_METABOLISM,158.0,153.0,0.9683544303797469,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_G2M_CHECKPOINT,200.0,184.0,0.92,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_GLYCOLYSIS,200.0,195.0,0.975,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_HEDGEHOG_SIGNALING,36.0,35.0,0.9722222222222222,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_HEME_METABOLISM,200.0,190.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_HYPOXIA,200.0,190.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_IL2_STAT5_SIGNALING,199.0,193.0,0.9698492462311558,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,87.0,87.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_INFLAMMATORY_RESPONSE,200.0,197.0,0.985,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,97.0,92.0,0.9484536082474226,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,200.0,194.0,0.97,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_KRAS_SIGNALING_DN,200.0,188.0,0.94,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_KRAS_SIGNALING_UP,200.0,193.0,0.965,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_MITOTIC_SPINDLE,199.0,196.0,0.9849246231155779,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_MTORC1_SIGNALING,200.0,191.0,0.955,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_MYC_TARGETS_V1,200.0,187.0,0.935,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_MYC_TARGETS_V2,58.0,57.0,0.9827586206896551,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_MYOGENESIS,200.0,197.0,0.985,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_NOTCH_SIGNALING,32.0,32.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,200.0,182.0,0.91,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_P53_PATHWAY,200.0,190.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_PANCREAS_BETA_CELLS,40.0,40.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_PEROXISOME,104.0,101.0,0.9711538461538461,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,105.0,104.0,0.9904761904761905,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_PROTEIN_SECRETION,96.0,95.0,0.9895833333333334,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49.0,45.0,0.9183673469387755,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_SPERMATOGENESIS,135.0,131.0,0.9703703703703703,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_TGF_BETA_SIGNALING,54.0,54.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,200.0,196.0,0.98,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,113.0,105.0,0.9292035398230089,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_UV_RESPONSE_DN,144.0,137.0,0.9513888888888888,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_UV_RESPONSE_UP,158.0,152.0,0.9620253164556962,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_WNT_BETA_CATENIN_SIGNALING,42.0,42.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,HALLMARK_XENOBIOTIC_METABOLISM,200.0,196.0,0.98,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY,7.0,7.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01339,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350,12.0,12.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00483,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00484,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00264,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_EBV_LMP2A_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_TIR_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY,31.0,30.0,0.967741935483871,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY,12.0,12.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_CDC25_CELL_CYCLE_G2M,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_WEE1_CELL_CYCLE_G2M,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S,7.0,7.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498,8.0,8.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY,24.0,24.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY,29.0,28.0,0.9655172413793104,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPF_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_PATHOGEN_YERSINIA_YOPP_J_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,39.0,38.0,0.9743589743589743,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACH_CHRN_PI3K_SIGNALING_PATHWAY,7.0,7.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY,21.0,21.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY,32.0,32.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119,22.0,20.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,27.0,25.0,0.9259259259259259,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ACTIVIN_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,35.0,35.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY,16.0,16.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_AHR_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ALTERNATIVE_PATHWAY_OF_COMPLEMENT_CASCADE_C3B_BREAKDOWN,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_AMH_SIGNALING_PATHWAY,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANGII_AT1R_NOX2_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,28.0,28.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,24.0,22.0,0.9166666666666666,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES,15.0,13.0,0.8666666666666667,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES,12.0,12.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ANXA2_S100A10_REGULATED_ACTIN_CYTOSKELETON,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_AREG_EGFR_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,15.0,15.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,35.0,28.0,0.8,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,25.0,24.0,0.96,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE,19.0,19.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_ATR_P21_CELL_CYCLE_G2_M,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,25.0,23.0,0.92,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION,33.0,30.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,26.0,26.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20.0,19.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17.0,17.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,7.0,7.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,6.0,6.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,66.0,7.0,0.10606060606060606,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23.0,23.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,828.0,738.0,0.8913043478260869,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,43.0,43.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,13.0,13.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ANDROGEN_BIOSYNTHESIS,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,86.0,30.0,0.3488372093023256,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,88.0,86.0,0.9772727272727273,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_APOPTOSIS,179.0,169.0,0.9441340782122905,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,13.0,7.0,0.5384615384615384,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ARACHIDONIC_ACID_METABOLISM,59.0,58.0,0.9830508474576272,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,61.0,58.0,0.9508196721311475,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,44.0,42.0,0.9545454545454546,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CARNITINE_METABOLISM,14.0,14.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,22.0,22.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,75.0,71.0,0.9466666666666667,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CELL_CYCLE,694.0,579.0,0.8342939481268011,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CELL_CYCLE_CHECKPOINTS,291.0,234.0,0.8041237113402062,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CELL_CYCLE_MITOTIC,561.0,462.0,0.8235294117647058,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,18.0,18.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,50.0,50.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COBALAMIN_CBL_METABOLISM,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,22.0,20.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,67.0,60.0,0.8955223880597015,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,44.0,42.0,0.9545454545454546,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COLLAGEN_DEGRADATION,64.0,59.0,0.921875,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_COLLAGEN_FORMATION,90.0,81.0,0.9,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,83.0,83.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CREATINE_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,18.0,18.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,789.0,741.0,0.9391634980988594,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,82.0,79.0,0.9634146341463414,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,25.0,25.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,14.0,12.0,0.8571428571428571,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,22.0,20.0,0.9090909090909091,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEFECTS_OF_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,8.0,7.0,0.875,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,140.0,133.0,0.95,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,7.0,7.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,41.0,41.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,10.0,10.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,34.0,33.0,0.9705882352941176,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_DNA_REPAIR,51.0,45.0,0.8823529411764706,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,32.0,32.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_METABOLISM,250.0,239.0,0.956,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,5.0,5.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,38.0,37.0,0.9736842105263158,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DNA_REPAIR,332.0,261.0,0.786144578313253,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,29.0,28.0,0.9655172413793104,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,9.0,9.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,81.0,80.0,0.9876543209876543,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ENHANCED_BINDING_OF_GP1BA_VARIANT_TO_VWF_MULTIMER_COLLAGEN,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ERBB2_REGULATES_CELL_MOTILITY,15.0,15.0,1.0,True,gene_coverage,,,,
TCGA-BRCA,REACTOME_ERK_MAPK_TARGETS,22.0,22.0,1.0,True,gene_coverage,,,,
